question,intent
I am suffering from thyroid problem. I have been suffering from erectile dysfunction. I have fear of not performing.,general_info
Can Aleve and Goody's powder cause stomach upset?,general_info
Is there any medicine to lower BP other than diuretic?,medication
May I know till what age do girls grow?,general_info
Should I be concerned about fertility and pregnancy complications due to bicornuate uterus?,general_info
Is there any way to permanently cure clicking of TMJ?,general_info
My mother has cough and problem with breathing. Please advice.,symptoms
I sleep with contact lenses in my eyes. Will this affect my vision?,general_info
I have a history of recurrent miscarriages. Is my estradiol good enough?,general_info
I'm allergic to dust and temperature. My nose is almost always blocked. Please advice.,general_info
I get recurrent ear pain whenever I clean my ears with q-tips?,symptoms
Does Azithromycin work the same as Amoxicillin Clavulanate tablet?,medication
Does Nicotex chewing gum help in quitting smoking?,general_info
Can masturbation cause nervous system diseases?,general_info
What is causing severe lower back pain?,symptoms
There is non-stop bleeding after three hours of tooth surgery. Why?,symptoms
I have sinusitis for the past 6 months and no medication helped me. Why?,general_info
What can be done for painful hard lump with pus discharge on labia minora?,symptoms
Will I be made comfortable during getting anesthesia for wisdom tooth removal?,general_info
How can I manage tight penis opening that causes pain on jerking it?,symptoms
Am I getting irritation in the leg due to cervical region injury?,general_info
Is there any remedy to cure skin infection affecting fingers and legs?,general_info
"Is it normal to get cold allergies with fever, weakness and vibrating fingers?",symptoms
"Do mild cramps, bleeding and lower back pain indicate miscarriage?",symptoms
My grandmother is 98 years old and has head reeling often. What may be the possible reason?,general_info
Does low level of testosterone cause weight gain issues?,general_info
My child had an outbreak of chickenpox one week ago. Can I still get infected?,general_info
Is CRTD good for heart patient with acute heart failure and MI?,general_info
I have swollen gums near the extraction site. Please help.,general_info
I noticed chest pain in the left side. Please advise on the same.,emergency
My girlfriend did not get periods after taking Unwanted 72. Why?,general_info
What can be done to treat hooded eyelids?,general_info
I have grade 1 fatty changes in liver. How to improve my health?,general_info
"I have tinnitus, small bursts of light and burning at the back of throat. Are these signs of brain tumor?",general_info
I have a painless white blister on the scrotum. Kindly advise.,symptoms
Will doing exercise during growing years help in increasing height?,prevention
What causes a swollen lymph node behind the ear?,general_info
Is the swelling with toothache an abscess?,symptoms
Is it normal for a 10-week-old baby to spit up after every nursing session?,general_info
What are the recommended measures to control high BP in a stroke patient?,general_info
Will exercise or diet help to maintain lipid levels?,prevention
Is it normal to get presence of endocervical and squamous cells in Pap smear?,general_info
Can I use ayurvedic medicine for erectile dysfunction in hepatitis patient?,medication
Why am I getting severe itchy skin eruptions?,general_info
Will using mobile phones cause pain in brain?,symptoms
What can be done for loss of erection and sex desire?,general_info
I found blood in my stool. Is it a sign of bowel cancer?,general_info
What are the ways to increase sperm count?,general_info
What is causing pimples on the back and shoulders?,general_info
My father is a diabetic. What kind of fruits can he have?,general_info
Can schizophrenia be inherited and pass down to next generation?,general_info
What causes itching and hot feeling in between thigh and vagina?,general_info
My hair becomes wet even without applying oil. I also have hair fall. Please advice.,general_info
What causes severe anxiety with nausea and panic attacks?,general_info
Why is there a skin patch on my lip that gets white and dries out?,general_info
How can I stop continuous bleeding after miscarriage?,symptoms
I have an ingrown toenail which is infected. What do I do?,general_info
Is it normal to get shortness of breath with burning sensation in chest after a meal?,general_info
I had a miscarriage one month ago and I am still bleeding. Is it a symptom of cancer?,symptoms
Are there any common viruses or bacteria that would be viable after 3 years?,general_info
Is Aripiprazole safe for my father who is 65 years old?,general_info
Will cardiac ablation worsen POT syndrome?,general_info
Is it normal to have high pulse rate without breathlessness after a brisk walk?,general_info
Is it advisable to use birth control pills if I have a lung cyst?,general_info
I wake up after sleeping with high heart rate and breathing problems. Is it normal?,general_info
Why are there painful swellings near anus and vagina?,symptoms
I get pain and bleeding after sex and pap smear shows CIN3. Kindly help.,symptoms
Kindly have a look on MRI of aorta and explain about the false lumen.,general_info
Why am I getting palpitations frequently?,general_info
What does passage of a clot followed by continuous vaginal bleeding indicate?,symptoms
A stray dog's leg just touched my foot. Should I take a precautionary vaccination?,general_info
I wish to know if there are any abnormalities in my chest radiograph.,general_info
Can tablet Percocet cause seizures?,medication
My perineal area burns while urinating. What can I do to ease this?,general_info
Will candidiasis cause red bumps on penis after sex?,general_info
Can taking less Folic acid during pregnancy by Crohn's patient affect baby?,general_info
Why am I getting lumbar pain while lying on back with occasional acne?,symptoms
Why am I having rashes in vagina that are multiplying?,symptoms
What can be done to manage mental disturbance due to family stress and studies pressure?,general_info
What is causing foamy urine with dry mouth?,general_info
I have stretch marks on my breast. What does that mean?,general_info
Is clubbing in chronic smoker something serious?,general_info
Does brown spotting a few days after withdrawal method of sex mean pregnancy?,general_info
Why are there pain in lower stomach with gas and burning sensation during urination?,symptoms
What can be done to manage itchy red dots due to bug bites?,general_info
Will taking contraceptive pill an hour before sex prevent pregnancy?,prevention
Am I having forgetfulness because of Alzheimer?,general_info
Is it advisable to take Duphaston for ovarian cyst?,general_info
I am suffering from erectile dysfunction due to atherosclerosis. Is it manageable through siddha medicines?,medication
I am facing a problem of delusion. Is there any other solution for it?,general_info
I am having severe pain in breast while breastfeeding. Please advice.,symptoms
Is it normal to feel hot over the hands and vagina with sharp abdominal pain during pregnancy?,symptoms
Is getting a blood clot after taking Mifepristone for missed period normal?,general_info
Will Lulifin lotion dropped into eyes accidentally cause any problem?,general_info
Will taking Caverta for recreational purposes cause any side-effects?,general_info
Will taking Gestone one day earlier after frozen embryo transfer cause any problem?,general_info
I am feeling uncomfortable with my sports goggles. Please advise.,general_info
I have ringworm on left side of my stomach. Will it spread to other parts of the body?,general_info
Why are there two ways in vagina with clot in between?,general_info
Kindly tell me the management of bad taste with tooth infection.,general_info
Is it possible to get irregular periods with ovulation issues due to hormonal problems?,general_info
What can be done to come out of virtual world and stop imagining things?,general_info
Please give a suitable advise to enlarge my penis size?,general_info
I am 23 years old with a habit of urinating in bed still. Please suggest medication.,general_info
Can a young adult get type 2 diabetes?,general_info
"Can fever, sore throat and headache after sex be due to HIV?",symptoms
Is there any chance of getting pregnant after taking Unwanted 72?,general_info
"Kindly advise treatment other than medicines for AFib, thick spot and fluid in heart.",medication
Will Kalarchikai choornam help in curing irregular periods?,general_info
I have chronic nasal congestion. Kindly suggest some natural remedy.,general_info
Is there any difference between Sjogren's syndrome and SLE?,general_info
Swaddle got undone and covered baby's face. Will this cause any brain damage?,general_info
My mother has chest pain and breathlessness. What do we do?,emergency
I have been suffering from social anxiety. Is there any treatment to get rid of these problems?,general_info
I have severe neck and shoulder pain with numbness and tingling. Please help.,symptoms
Is it safe to give measles vaccine when my child has chickenpox already?,prevention
I have testicle pain and low sperm count. Kindly suggest siddha medicines.,medication
I don't get wet and I do not experience any sexual feeling. Please help.,general_info
Are the white bumps near vaginal opening due to yeast infection?,general_info
Why is there reinfection of otomycosis after surgical ear cleaning and tympanoplasty?,general_info
I have diffculty in bowel movement without laxatives. Why?,general_info
I have swelling in knee after four months of ACL meniscus surgery. Why?,general_info
Can I take Flucloxacillin for pain after wisdom tooth removal?,symptoms
How can I avoid getting withdrawal bleeding during weekend while taking Larin Fe?,symptoms
What can be done for a painful lump along jawbone after wisdom tooth removal?,symptoms
I have yeast infection. Is it fine to have sex with condom?,general_info
My 10-month-old baby is having irritation in her ears with persistent itching. Please help.,general_info
I am not able to penetrate vagina due to insufficient erection. Please help.,general_info
I have a tooth growing out of gums in abnormal position and causes pain. Why?,symptoms
Will taking Microgynon 30 on the first day of my period be effective?,general_info
Is it normal to have erection for shorter period of time?,general_info
I get bleeding from back while passing stools. Is it something serious?,symptoms
Is it normal to have sperm leakage from vagina post-sex after D and C procedure?,general_info
Will dipping hand in water by HIV patient cause HIV to those who drink it?,general_info
Will fasting and lack of sleep cause delirium?,general_info
Can hypothyroidism cause intermittent palpitations?,general_info
Is it something serious to get a bad smell from vagina of a sexually active person?,general_info
My grandmother has purple spots on legs and arms resembling senile purpura. Please suggest solution.,general_info
I am not getting erection unless I watch porn or masturbate. What should I do for this problem?,general_info
Is it normal to have a jerky septum in 2D echo?,general_info
What does bleeding after 16 days of taking emergency pill indicate?,emergency
I lost four teeth due to weakness and mobility. How to prevent further loss?,prevention
I have had this little bump on my stomach for a few years. What could this be?,general_info
Is there any chance for pregnancy even after taking Depo shot?,general_info
I am a diabetic. Help me control my blood sugar.,general_info
My fiance has noticed a small pink lump on the back of her calf. What could it be?,general_info
Will Botox injection 200 permanently cure urinary external sphincter void dysfunction?,general_info
"What causes swollen tonsils with fever, body aches and runny nose?",symptoms
What can be done for high ferritin levels in thalassemia major patient with factor 13 deficiency?,general_info
How to heal my broken ankle?,general_info
Is it normal to observe light spreading out on seeing bulb after wearing Toric lens?,general_info
How can I get rid of rough dry hands with deep cracks in palms?,general_info
I have hypothyroidism. Which diet plan is suitable? Is there any complication?,prevention
What is the papillary growth on my scalp?,general_info
What can be the cause for severe cramps during periods?,general_info
Why is there a continuous pain in my first molar?,symptoms
I have periodontitis. Kindly advise the management without surgery.,general_info
What can cause the stool to float and change color?,general_info
I have oily skin with dark complexion. How can I treat it?,general_info
Period become irregular after taking Unwanted 72. What to do?,general_info
What can cause knee pain with swelling?,symptoms
Getting pain in my horizontally impacted wisdom tooth. What is the next step of treatment?,symptoms
I am worried about my anger and impulsive behavior. Please help.,general_info
My period is heavy after taking ECP in this cycle. Why?,general_info
I keep thinking about when will I die. I am stressed to the core. Please help.,general_info
I was diagnosed with systemic sclerosis. Could you please give advice on how to treat these symptoms?,symptoms
I have little bumps on my genital area. What could it be?,general_info
"After examining,the doctor told VH in my left eye and gave injection Lucentis. What is VH?",general_info
I am severely anemic. Kindly help.,general_info
When should I expect ovulation if my cycle length differs each month?,general_info
How long should I take Kalarchikai Choornam to regularise my period?,general_info
What is the treatment for a broken back tooth of a 10-year-old?,general_info
What could be the reason for yellowish green chunky vaginal discharge?,general_info
What is the treatment for SVT?,general_info
Is there any treatment other than braces for relapse of orthodontic treatment?,general_info
I am having spotting randomly every few days after abortion. Please advise.,general_info
Found a hard nonmobile lump under my nipple. Is that an usual spot of breast cancer?,general_info
What is causing severe pain along with holes in teeth?,symptoms
Why have I not got my periods for 10 months?,general_info
How can I get rid of chicken-pox scars?,general_info
I am not able to pass stools. What can be done for constipation?,general_info
What exercises will lead to normal delivery in a person with small cervical length?,prevention
Will smoking once a day with 9 to 10 Nicotex gums cause nicotine overdose?,medication
Will having 130 bpm during exercise increase the risk of stroke in heart patient?,prevention
Is getting touched by puppy's teeth without any wound or bleeding infectious?,symptoms
What has to be done for hole in tooth with pain and swelling?,symptoms
Can I take Betnelan tablet and Mosegor syrup to stay healthy and gain weight?,medication
What can be done to look healthy like earlier after C-section?,general_info
Is there any medicine available to relieve gum pain after scaling?,medication
What does pain in hand starting from shoulder to elbow indicate?,symptoms
Will taking Diane pills for polycystic ovary cause any side-effects?,general_info
My 2. 5 month old kid has tongue tremors. Is this due to SMA?,general_info
Will using Percoset cause any side-effects?,general_info
What measures can be taken to control stress?,general_info
Why did I get bleeding after having beta hCG level of 15. 6?,symptoms
What can be done to manage depression due to break-up?,general_info
What can cause pain in legs while walking and fatty lumps?,symptoms
How can I delay periods?,general_info
Can I take protein powder to gain weight?,general_info
Why do I not get vaginal discharge after pregnancy?,general_info
What is the reason for stiff neck with cervical pain?,symptoms
How can I manage severe dry cough and sore throat?,symptoms
"As I am short, I am worried about my son's height. What to do?",general_info
What are the ways to manage a combination skin?,general_info
Are there any other options than bypass or angioplasty for blocked heart valves?,general_info
Will taking Anardana tablets cause stomach pain in a child?,medication
What are the two small symptom-less dots on the tip of penis?,symptoms
I get cracks or pops while squeezing my shoulder. Is it due to muscle weakness?,general_info
Can childhood head injuries cause bad coordination later in life?,general_info
What causes lung congestion only at dawn?,general_info
"Why is there recurrent cough, cold and wheeze in a child?",symptoms
Why is there continuous cough in a child?,symptoms
Will Minoxidil with Eclipta Alba help in hair regrowth?,general_info
How can anxiety attacks be managed?,general_info
Are there any chances of pregnancy after using both condom and I-pill?,general_info
Kindly describe about the tests to be taken before having unprotected sex with lesbian partner?,general_info
I am unable to exercise after ACL surgery. Will it cause any complication?,prevention
"What is causing sensitive penis, rectal pressure and pain after ejaculation?",symptoms
"Other than medicine, what are the available options for anxiety in a subclinical hyperthyroid person?",medication
I am depressed and I am having headache. Kindly advice.,symptoms
Is it advisable to carry on surgery for stage 4 breast cancer?,general_info
My mother is an epileptic patient. I want to know if her present treatment is right?,general_info
There are red spots on my thigh. What could it be?,general_info
How to perform CPR (Cardiopulmonary Resuscitation)?,general_info
I have been coughing for over 2 years. Can you please help me with ayurvedic means of getting better?,symptoms
Please interpret my USG liver report.,general_info
What are the risk factors of sexual intercourse with type 1 herpes patient?,general_info
I want to cure premature ejaculation. Please help.,general_info
I have severe gum recession in a single tooth. Why?,general_info
What makes me getting suicidal thoughts and avoid marriage?,prevention
Is it something serious to have Hb and hematocrit at low level with high RDW-CV?,general_info
"Before urine test, shall we start antibiotic for UTI?",medication
Why is a 3-year-old stuttering suddenly?,general_info
Is it normal to hear voices continuously which others cannot hear?,general_info
What can cause pain in pinky finger while moving?,symptoms
Why have I been asked to get dual marker and various other tests during second pregnancy?,general_info
My brother has been having pain on the left side of the chest. Kindly interpret his reports.,symptoms
Is it risky to undergo surgery with low blood pressure?,general_info
I want to buy some medial device to prevent snoring during sleep. Please help.,prevention
I take Quetiapine XR 400mg. How can I gradually withdraw?,medication
I underwent medical abortion. There was very less bleeding. Please help.,symptoms
Is it normal to get pus and blood come out while plucking an ingrown hair in pubic area?,general_info
Kindly suggest some remedies to increase my breast size without any side effects.,general_info
What has caused a painless blood-shot eye in a child?,symptoms
Kindly explain the reason for dull pain and pressure in lower right abdomen.,symptoms
There is blood in stools and it hurts while wiping. Please help.,general_info
Why is there green stool a day after colonoscopy?,general_info
Why am I not getting full hardness and morning erection?,general_info
Are cerebral hemorrhages cancerous?,general_info
What is the reason for pus formation in the wound in my leg?,general_info
How can I manage cold and cough?,symptoms
I have unwanted hair on my upper lips and chin. What causes this?,general_info
"I workout regularly,but not able to lose weight. Please help.",general_info
I have an automatic device for checking blood pressure at home. How to use it?,general_info
Should we increase the Insulin to control PP sugar level?,general_info
My c-ANCA levels are 5. 6 U/ml. What is the general prognosis?,general_info
Is multiple sclerosis hereditary?,general_info
What makes me violent and talk in my sleep with headaches?,symptoms
Why is there pain above knee after getting hit during go-carting?,symptoms
What causes knee pain in a football player?,symptoms
I have a pink spot on the skin unnoticed for a longer period. What could it be?,general_info
How can I confirm pelvic muscle weakness?,general_info
What is causing green and brown stools with blood?,general_info
"Is it normal to get chest pain, dizziness and breathlessness in a hypertensive patient?",emergency
What can be done to increase the length of the penis?,general_info
I have ovulation and period symptoms even after taking Depot. Why?,symptoms
How can hypercapnia be prevented in a TB patient under oxygenation?,prevention
"Why are there balancing problems, blurred vision and concentration issues?",general_info
What is causing spinning type headaches after pregnancy?,symptoms
Why is there heavy bleeding with clots five days after sex?,symptoms
Why do I feel something in throat and vomit after eating any food?,symptoms
My gums are numb and are receding behind the two front teeth. Why?,general_info
What is the reason for discoloration of teeth in a 15 months old?,general_info
I was diagnosed with Peripheral Artery Disease last week. Please advise.,general_info
Kindly advise treatment for blocked nose due to allergy.,general_info
I have developed hair dye allergy. Please help.,general_info
There is midline space in my upper front teeth. What will be the treatment for this?,general_info
What can be done for pain in the shin?,symptoms
"I delivered my first child two months ago,with C-section. When can I plan my next child?",general_info
How can I attain appropriate height and weight for my age?,general_info
"Pregnancy test is negative, but I have breast secretions. Could I be pregnant?",general_info
How to avoid cold and flu after winter workout?,prevention
How can I manage pain in ribs with breathing difficulty after a fall?,symptoms
Fourth ultrasound after IVF has no signs of fetal pole. Please help.,general_info
Do my symptoms suggest celiac disease?,symptoms
"Pregnancy test had two mildly visible lines, but it is now negative. Please suggest.",general_info
Can root canal treatment help reduce swelling around infected teeth?,general_info
Why did one of my fingers turn blue?,general_info
What can cause cough and running nose with green sputum following a headache?,symptoms
I have had multiple heart attacks over several years. Can this cause any complication?,emergency
My urine sample showed blood. My doctor thinks that I have bruised kidney. Can I exercise?,prevention
I have obstructive jaundice with high serum bilirubin and yellowness. Why?,general_info
What is causing sharp shooting pan in chest with sore biceps?,general_info
Can HIV cause cold after sexual intercourse?,general_info
Male members of family have low testosterone. Will I too get affected?,general_info
Kindly explain my dual test taken for pregnancy.,general_info
I have done hemoglobin variant analysis. Please let me know what does it indicate.,general_info
"For a patient on oxygen therapy,is it necessary to check oxygen saturation all the time?",general_info
What is causing pain during sex at a particular spot inside vagina?,symptoms
Is a human brain transplant possible?,general_info
My eye looks blood red. It is itchy and dry. Could this be a bacterial conjunctivitis?,general_info
What will happen if Ranitidine is taken before endoscopy?,general_info
Why are there small whitish bumps on both sides of vagina that itches sometimes?,general_info
"Can hypothyroidism cause tinnitus, tiredness, cold, and fatigue?",general_info
I am having low back pain for the past one month. Why?,symptoms
My partner is bleeding since eight days post ECP. Why?,symptoms
Is it possible to cure nasal polyps and inflammed sinus that are affecting smell?,general_info
I have a hard white layer on head and glans of penis. What could it be?,general_info
How to determine ovulation period?,general_info
I have a tiny lump above my hip that is painful. Kindly explain.,symptoms
The hCG report shows serum qual present. What does this indicate?,general_info
My period become irregular after I gain weight. Why?,general_info
I have a pigmented line in my toenail. Will it just disappear?,general_info
What are the risks in pregnancy following two C-sections?,general_info
What is the reason for the color change of the tooth followed by a trauma?,general_info
There is no proper erection for the last three months. Please suggest some medicine.,medication
I am a 24 year old female with a Jones fracture. What will happen if it is left untreated?,general_info
I am having PCOD. Please advise.,general_info
I have yellow stains in my teeth. May I use whitening toothpastes?,general_info
How to find the reason for the swelling of the feet?,general_info
I have extreme anxiety and unable to sleep. I also have IBS. Please help.,general_info
There is no period after the removal of Mirena. Why?,general_info
How to correct forward-bent spine?,general_info
"How can I remove the acne spots on my face, back and chest?",general_info
"I am in excruciating butt pain when I sit, walk or stand. Is this due to a cyst?",symptoms
Could urine pregnancy test be false negative?,general_info
I am experiencing heavy shoulders and getting anxious that it could be a heart attack. Please help.,emergency
My skin itches with welts and hives without any kind of food or medicine allergy. Why?,medication
Can I use some supplement to gain weight and build muscles?,general_info
I twisted my knee and in pain with swelling. How to manage this?,symptoms
Experiencing severe back pain following cervical polypectomy. Is it normal?,symptoms
What could be the reason for my hand tremor?,general_info
There is a tumor-like soft pulpy growth in the shoulder. Is that cancerous?,general_info
Does clear uterus in USG following positive pregnancy test mean miscarriage?,general_info
My pimples are getting worse. What will I do?,general_info
My period has become quite irregular in the last six months. Should I be worried?,general_info
What is the reason for on and off urinary infection?,general_info
Is it advisable to take Spironolactone in a patient with history of pulmonary embolism?,general_info
Does cough and phlegm with itchiness in throat in a cocaine user mean cancer?,symptoms
How likely is that OS ASD will cure on its own in a baby?,general_info
What could irritate my throat and cause vomiting sensation?,symptoms
I am using Rotacap regularly for wheezing. Will it cause frequent canker sores?,general_info
A few reddish spots have developed on my baby's head. Are they harmful?,general_info
Do pain under arm pits and in knee after sex indicate HIV?,symptoms
Can missing period with only spotting after unprotected sex indicate pregnancy?,general_info
Both my ears are blocked. I have been suffering a hearing problem too. Please help.,general_info
What remedy can be used to cure nosebleeds and discomfort due to pollen allergy?,symptoms
I have been feeling pain in my chest. I am a regular smoker. Please advice.,symptoms
Why do I have some white semicircular band on my fingernails?,general_info
I catch cold every morning after I wake up. Is it normal?,general_info
My problem is low sexual drive. Please suggest some medicines without side effects.,medication
I had a C-section before six years and pregnant now. Can I go for abortion?,general_info
What are the chronic spots on scrotum that do not hurt.,general_info
Is it normal for facial muscles to change shape when I am under stress?,general_info
"Is hepatomegaly with fatty changes, hydronephrosis, and SOL serious?",general_info
There are some itchy painful foul smelling bumps on penis. Is that STD?,symptoms
Will touching of bed sheet by needle tip before TT injection cause any contamination?,general_info
I have low sex drive with erectile dysfunction. How can I overcome it?,general_info
Kindly tell me the cure for pimple with white patches on the nose.,general_info
"I took Clavulin for frontal sinusitis, but still, feel pressure on top of my head. Why?",general_info
Kindly prescribe medicines to control diabetes and gain weight.,medication
"As the baby had breathing difficulty, feeding was stopped and oxygen support was started. Is that right?",general_info
The beta hCG levels of my wife are very high. Does this signify a healthy pregnancy?,general_info
How can I manage pain and numbness in hands and feet caused due to SPA?,symptoms
I have body pain. Is it because of the low Hb count?,symptoms
Does high TSH value affect weight?,general_info
I have been advised endoscopy for Barrett's esophagus. I am scared of the sedation because I have varicose veins.,general_info
"I took Clonazepam for sleep disorder. I am feeling agitated,hyperactive and sometimes suicidal thoughts come in mind. Please help.",general_info
Is seeing lines and web like things after an accident serious?,general_info
What is causing severe allergic reaction to insect bites?,general_info
Why is lymph node growing even when chemo is being given to cancer patient?,general_info
Why am I getting headache during sex?,symptoms
Kindly suggest remedies to raise RBC count in anemic.,general_info
I have heavy periods with painful acne and cramps. Is IBS the cause?,symptoms
Why is a PCOS patient noticing blood on inserting finger though missed period?,general_info
"My hematocrit, RBC, Hb, and mean cell volume are elevated. Please help.",general_info
How much dosage of Sildenafil is advisable for erectile dysfunction in a diabetic?,general_info
What does abdominal cramps during pregnancy indicate?,general_info
I have low back pain which is more in the morning and less in the evening. Why does this pattern occur?,symptoms
I failed to notice a woman and a baby next to me when I was smoking. Will that baby die of SIDS?,general_info
I had a pelvic CT scan with contrast done. Will this affect my plans to have kids?,general_info
Please advise regarding my HSG results and my husband's semen analysis.,general_info
I am shivering all the time and this increases after smoking. Why?,general_info
Can a breathing treatment given before a chest x-ray hide lung cancer?,general_info
Why is there spotting during pregnancy with absence of fetal heartbeat in USG?,general_info
How to stay away from stress and tension to gain weight?,general_info
What does very little vaginal bleeding mean?,symptoms
Why is there pain while opening mouth with pus discharge after wisdom tooth removal?,symptoms
What can be done for cough that occur only during particular months of the year?,symptoms
Will drinking water after C-section cause any problem?,general_info
Can ayurvedic medicine be used for cold and dry cough?,medication
Can sanded grout exposure cause some serious effects?,general_info
I had IVF failure twice. Please guide me.,general_info
I have an ovarian cyst of 4 cm. Will Kalarchikai prove to be beneficial?,general_info
Why am I getting recurrent abscess in a filled tooth?,general_info
While doing exercise I feel shortness of breath and sweating. Why?,prevention
Are facial pain and numbness related to itchy and burning moles on head?,symptoms
"Can heart palpitations, tachycardia and shortness of breath due to mitral valve stenosis?",general_info
Why am having red lesion in multiple areas of mouth with pain?,symptoms
I get raised heartbeat and shortness of breath while having anxiety. Why?,general_info
Why is there a swelling at the site of wisdom tooth removal?,general_info
My kneecap hurts a lot while jogging. I am just 26 years old. Please advice.,general_info
I am a Von Willebrand disease patient. I am currently bleeding through my nostrils. Please help.,symptoms
My 4 year old son has a broken ulna and radius. I would like to know if my son has received proper treatment.,general_info
"I do not get erection problem during masturbation, but why during actual sex?",general_info
Why am I having muscle tenderness after an accident?,general_info
Is there any way to correct the gap between two front teeth?,general_info
"Can Aspirin reduce the risk of stroke during flight travel in a patient with high RBC, Hb, hematocrit?",general_info
Kindly advise the measures to be taken to manage OCD and PTSD patient?,general_info
Diagnosis and treatment of mental illnesses. Could you please answer a few questions?,general_info
Is it possible to get infection in a painless pulp exposed tooth?,symptoms
"What can be done for pain in neck, hand, and weakness due to degenerative changes?",symptoms
I have severe weakness in butt and hips muscles with negative rheumatism. What is my problem?,general_info
What can cause heavy menstrual flow with late secretary endometrium?,general_info
Is my past relationship making me anxious while seeing an attractive girl?,general_info
Will plaster reduce swelling occurred due to vaccination in a 3-month-old baby?,general_info
How can I overcome decreased penis stiffness during sex?,general_info
Why am I having cough with green sputum and stomach pain with loose stools?,symptoms
I am not able to lower my blood sugar levels. Please guide me.,general_info
Why are there pus cells and RBC in urine with fever and cramps?,symptoms
What can be done to remove black spots caused by acne?,general_info
I get yellow-green vaginal discharge often. Can this be due to yeast infection?,general_info
I am a WPW syndrome patient. What effects can I expect from mining work?,general_info
Please give some advice on HRT for male to female transition.,general_info
Had a bypass surgery. Can I take Actifed and Otrivine nasal drops together?,general_info
How can I ensure healing without scarring after a plica removal surgery?,general_info
Will Trust pills work as emergency contraceptive pills after unprotected sex?,emergency
Is it possible to cure piles permanently without surgery?,general_info
Does numerous enlarged lymph nodes with Epstein Barr virus indicate lymphoma?,general_info
What to do for a mole like projection in my lip?,general_info
What measures can be taken to relieve pain caused due to broken tooth?,symptoms
Is it normal to talk to myself along with overthinking?,general_info
Will scaling cause loosening of teeth?,general_info
What is causing cough with heavy chest and raised platelets?,symptoms
Will taking 6 to 8 cups of coffee a day create any heart disease?,general_info
Why am I bleeding after taking contraceptive pill?,symptoms
Should I undergo apicoectomy for RCT done shorter than the working length?,general_info
Took four Yasmin pills and skipped the next regimen. Will it stop unwanted pregnancy?,general_info
Kindly suggest medicines to manage pulmonary artery hypertension patient.,medication
Is it possible to have decreased heart rate due to sports activity?,general_info
I have hair fall and dry skin. Please suggest some ayurvedic remedies.,general_info
My metal crown has become sharp and cuts tongue. What to do?,general_info
What is causing stomach pain and low appetite with frequent burping?,symptoms
Which medicine in ayurveda is recommended to remove a 26 mm kidney stone?,medication
Had unprotected sex on the seventh day of period. What are the chances of pregnancy?,general_info
Can low hemoglobin cause shortness of breath?,general_info
Will banging head against wall lead to ADHD?,general_info
Is this a tooth abscess or root canal?,general_info
What are the reasons for bleeding gums?,symptoms
Is my shortness of breath due to infection of the heart?,general_info
What are the possible ways to manage morning sickness during pregnancy?,general_info
IVF got canceled due to empty egg syndrome. What should I do?,general_info
I have severe pain in spine and lower back with history of fibromyalgia. Please help.,symptoms
The tooth has become a bit yellow in a child after taking antibiotic. What is the reason?,medication
Do people who have spina bifida develop fertility issues?,general_info
I get loose motion and stomach upset whenever I eat watermelon. Why does this happen?,general_info
What does the growth hormone test report of a child with short stature indicate?,general_info
We had sex within 10 days of my abortion. I am bleeding now. Am I pregnant again?,symptoms
My 4-year-old daughter has redness in eyes which aggravates on rubbing the eyes. Please help.,general_info
I am having terrible acne issues since my teenage. Can I take Isotretinoin?,general_info
My ankle got twisted and I am unable to walk. Please help.,general_info
Will stopping Paxil for OCD bring back the symptoms?,symptoms
Please help with my delayed conception.,general_info
I have tooth pain and a white lump on my upper gum. What could it be?,symptoms
I have shortness of breath and anemia since giving birth. Please advise.,general_info
"Can I take Spirulina 500 mg tablet twice, to replace the intake of 2. 5 mg Folic acid and Vitamin B?",medication
Which drug can be advised to a hypertensive in whom spasmodic foods raise BP?,medication
I want to completely cure paralysis in extremities caused due to stroke. Please help.,general_info
I am being ignored by people who are emotionally close to me. What should I do?,general_info
"After getting dental aligners, I found a little white contour around the lower gums. What is that?",general_info
What can be done for bleeding and pain 24 hours after taking Mifepristone and Misoprostol?,symptoms
Kindly advise the management of mammary duct ectasia with chronic granulomatous mastitis.,general_info
What measure can be taken to reduce tooth pain as I am out of home?,symptoms
What should be done for supravalvular pulmonary membrane in a baby?,general_info
Is it advisable to consume brown rice by a diabetic taking Metformin and Glimepiride?,general_info
I have hives on my body which turns painful on scratching. Please suggest medication.,symptoms
Noticed some change in my skin color over my arm. Please help me.,general_info
I am just 14 years old and I experience extreme pain in my hip. What could it be?,symptoms
I get irritated and I do not get along with my mom. Please help.,general_info
I want a jaw setback surgery as I find my face structure very unappealing. What are the risks involved?,general_info
I am on Rosuvastatin and Amlodipine. What are my lipid profile and liver test showing?,general_info
I have pain in my decayed tooth even after filling. Could this be an infection?,symptoms
My sister got dengue fever for the second time. Is she in danger?,symptoms
I have shortness of breath and pain in shoulder. Can you give any suggestions?,symptoms
What can be done to manage an aggressive patient who speaks loud and beats?,general_info
I have sharpness in tooth after composite restoration bonding. Please help.,general_info
What is the recommended dose of Folic acid while planning for pregnancy?,medication
"I am diabetic, and I have dry mouth and burning sensation in my feet. Why?",general_info
What can cause sores in the mouth with tooth pain?,symptoms
How can I manage depression and anxiety due to my husband's behavior?,general_info
BP has not come under control after taking Telma and Cilacar. Why?,general_info
Is bleeding during pregnancy related to miscarriage?,symptoms
